,Austin,Paris,Los Angeles,Lihue,City of New York,San Francisco,Olathe,Coral Springs,Curitiba,Vancouver,Boston,Denver,Memphis,San Marcos,Mesquite,Anaheim,Town of Vestal,Santa Clara,Santa Cruz,Leawood,San Mateo,Plano,Indianapolis,Incline Village-Crystal Bay,Clackamas County,Washington,Cedar Park,Asheville,Palo Alto,Mexico city,Atlanta,Chicago,Falcon Heights,Daly City,Boulder,Portland,West Vancouver,Chapel Hill,Oklahoma City,Kent,Las Vegas Valley,Leavenworth,Kansas City,Bad Hindelang,Pelham,Orange County,London,Prairie Village,Long Beach,Ashland,Redwood City,City of Cape Town,Newport Beach,Leeds and the Thousand Islands,Campbell,Dallas,Unknown,Marfa,Southlake,San Mateo County,Fort Worth,Bath,Strasbourg,Santa Clara County,Overland Park,Silverdale,Berkeley,Oakland Park,Burnet County,East Palo Alto,Miami Gardens,North Little Rock,Grapevine,Durham,Manor,Seattle,Colorado Springs,Tampa,Saint Louis County,Saint Charles,Trelleborg,Van Horn,Sunnyvale,Galveston,NÃ¼rnberg,Draper,Essaouira,Brighton,Mission Viejo,San Clemente,Mauregard,Stockholm,Jersey Village,Anchorage,Albuquerque,Layton,Louisville,Schwechat,Banning,Rotterdam,Medebach,Barcelona,Kalamazoo County,MÃ¼nchen,Moore,Skokie,Houston,Wichita,Des Moines,Spokane,Ridgewood,Riverside County,Saint Paul,Burnaby,Mission,Cleveland,San Jose,Lawrence,Providence,Mountlake Terrace,Burbank,Milwaukee,Waitemata,Travis County,Saskatoon,City of Saratoga Springs,Gaithersburg,New Braunfels,Henderson,Phoenix
Fort Worth,0.21666666666666667,0.3333333333333333,0.25,1.0,0.2727272727272727,0.18181818181818182,0.05555555555555555,0.05555555555555555,0.024793388429752063,1.0,0.25,0.3333333333333333,0.007222222222222223,1.0,1.0,1.0,0.25,0.5,0.08163265306122448,0.5,0.5,0.5,0.3333333333333333,0.0036111111111111114,1.0,1.0,1.0,1.0,0.2857142857142857,0.0036111111111111114,0.0036111111111111114,0.25,0.25,1.0,0.3333333333333333,0.6666666666666666,0.0036111111111111114,1.0,0.3333333333333333,1.0,0.25,0.020833333333333332,0.2857142857142857,0.0625,1.0,1.0,0.5,0.125,1.0,0.25,0.5,1.0,0.25,1.0,1.0,0.5,0.5,1.0,0.5,0.25,0.0,1.0,0.0036111111111111114,1.0,0.125,1.0,0.0036111111111111114,1.0,0.010833333333333334,0.5,0.25,1.0,0.1111111111111111,1.0,1.0,0.3333333333333333,0.4444444444444444,0.5,0.014444444444444446,1.0,0.0036111111111111114,1.0,0.5,1.0,0.0036111111111111114,0.25,1.0,1.0,1.0,1.0,1.0,0.0036111111111111114,1.0,0.25,0.4444444444444444,1.0,0.25,1.0,1.0,1.0,0.0625,0.0625,1.0,1.0,1.0,1.0,0.0036111111111111114,0.0625,1.0,1.0,1.0,1.0,1.0,1.0,0.04081632653061224,1.0,0.25,0.16666666666666666,0.0036111111111111114,1.0,1.0,1.0,0.25,0.007222222222222223,1.0,1.0,1.0,1.0,1.0,0.020833333333333332
Bath,0.21666666666666667,0.3333333333333333,0.25,1.0,0.2727272727272727,0.18181818181818182,0.05555555555555555,0.05555555555555555,0.024793388429752063,1.0,0.25,0.3333333333333333,0.007222222222222223,1.0,1.0,1.0,0.25,0.5,0.08163265306122448,0.5,0.5,0.5,0.3333333333333333,0.0036111111111111114,1.0,1.0,1.0,1.0,0.2857142857142857,0.0036111111111111114,0.0036111111111111114,0.25,0.25,1.0,0.3333333333333333,0.6666666666666666,0.0036111111111111114,1.0,0.3333333333333333,1.0,0.25,0.020833333333333332,0.2857142857142857,0.0625,1.0,1.0,0.5,0.125,1.0,0.25,0.5,1.0,0.25,1.0,1.0,0.5,0.5,1.0,0.5,0.25,1.0,0.0,0.0036111111111111114,1.0,0.125,1.0,0.0036111111111111114,1.0,0.010833333333333334,0.5,0.25,1.0,0.1111111111111111,1.0,1.0,0.3333333333333333,0.4444444444444444,0.5,0.014444444444444446,1.0,0.0036111111111111114,1.0,0.5,1.0,0.0036111111111111114,0.25,1.0,1.0,1.0,1.0,1.0,0.0036111111111111114,1.0,0.25,0.4444444444444444,1.0,0.25,1.0,1.0,1.0,0.0625,0.0625,1.0,1.0,1.0,1.0,0.0036111111111111114,0.0625,1.0,1.0,1.0,1.0,1.0,1.0,0.04081632653061224,1.0,0.25,0.16666666666666666,0.0036111111111111114,1.0,1.0,1.0,0.25,0.007222222222222223,1.0,1.0,1.0,1.0,1.0,0.020833333333333332
Strasbourg,0.016666666666666666,0.0012962962962962963,0.0009027777777777778,0.0036111111111111114,0.000984848484848485,0.0007828282828282828,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0036111111111111114,0.0009027777777777778,0.0012037037037037038,0.0005555555555555556,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0009027777777777778,0.0018055555555555557,0.0005555555555555556,0.0018055555555555557,0.0018055555555555557,0.0018055555555555557,0.0012037037037037038,0.0002777777777777778,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0010317460317460319,0.0002777777777777778,0.0002777777777777778,0.0009027777777777778,0.0009027777777777778,0.0036111111111111114,0.0012037037037037038,0.0024074074074074076,0.0002777777777777778,0.0036111111111111114,0.0012037037037037038,0.0036111111111111114,0.0009027777777777778,0.0002777777777777778,0.0010317460317460319,0.0008333333333333334,0.0036111111111111114,0.0036111111111111114,0.0018055555555555557,0.0004513888888888889,0.0036111111111111114,0.0009027777777777778,0.0018055555555555557,0.0036111111111111114,0.0009027777777777778,0.0036111111111111114,0.0036111111111111114,0.0018055555555555557,0.0018055555555555557,0.0036111111111111114,0.0018055555555555557,0.0009027777777777778,0.0036111111111111114,0.0036111111111111114,0.0,0.0036111111111111114,0.0004513888888888889,0.0036111111111111114,0.0002777777777777778,0.0036111111111111114,0.0008333333333333334,0.0018055555555555557,0.0009027777777777778,0.0036111111111111114,0.0004012345679012346,0.0036111111111111114,0.0036111111111111114,0.0012037037037037038,0.0016049382716049384,0.0018055555555555557,0.0011111111111111111,0.0036111111111111114,0.0002777777777777778,0.0036111111111111114,0.0018055555555555557,0.0036111111111111114,0.0002777777777777778,0.0009027777777777778,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0002777777777777778,0.0036111111111111114,0.0009027777777777778,0.0016049382716049384,0.0036111111111111114,0.0009027777777777778,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0002777777777777778,0.0008333333333333334,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0002777777777777778,0.0002777777777777778,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0002777777777777778,0.0036111111111111114,0.0009027777777777778,0.0006018518518518519,0.0002777777777777778,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0009027777777777778,0.0005555555555555556,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0002777777777777778
Santa Clara County,0.21666666666666667,0.3333333333333333,0.25,1.0,0.2727272727272727,0.18181818181818182,0.05555555555555555,0.05555555555555555,0.024793388429752063,1.0,0.25,0.3333333333333333,0.007222222222222223,1.0,1.0,1.0,0.25,0.5,0.08163265306122448,0.5,0.5,0.5,0.3333333333333333,0.0036111111111111114,1.0,1.0,1.0,1.0,0.2857142857142857,0.0036111111111111114,0.0036111111111111114,0.25,0.25,1.0,0.3333333333333333,0.6666666666666666,0.0036111111111111114,1.0,0.3333333333333333,1.0,0.25,0.020833333333333332,0.2857142857142857,0.0625,1.0,1.0,0.5,0.125,1.0,0.25,0.5,1.0,0.25,1.0,1.0,0.5,0.5,1.0,0.5,0.25,1.0,1.0,0.0036111111111111114,0.0,0.125,1.0,0.0036111111111111114,1.0,0.010833333333333334,0.5,0.25,1.0,0.1111111111111111,1.0,1.0,0.3333333333333333,0.4444444444444444,0.5,0.014444444444444446,1.0,0.0036111111111111114,1.0,0.5,1.0,0.0036111111111111114,0.25,1.0,1.0,1.0,1.0,1.0,0.0036111111111111114,1.0,0.25,0.4444444444444444,1.0,0.25,1.0,1.0,1.0,0.0625,0.0625,1.0,1.0,1.0,1.0,0.0036111111111111114,0.0625,1.0,1.0,1.0,1.0,1.0,1.0,0.04081632653061224,1.0,0.25,0.16666666666666666,0.0036111111111111114,1.0,1.0,1.0,0.25,0.007222222222222223,1.0,1.0,1.0,1.0,1.0,0.020833333333333332
Overland Park,0.027083333333333334,0.05555555555555555,0.03125,0.125,0.03409090909090909,0.022727272727272728,0.3333333333333333,0.3333333333333333,0.003099173553719008,0.125,0.03125,0.041666666666666664,0.0009027777777777778,0.125,0.125,0.125,0.03125,0.16666666666666666,0.013605442176870746,0.25,0.0625,0.0625,0.041666666666666664,0.0004513888888888889,0.125,0.125,0.125,0.125,0.047619047619047616,0.0004513888888888889,0.0004513888888888889,0.03125,0.3333333333333333,0.125,0.041666666666666664,0.08333333333333333,0.0004513888888888889,0.125,0.041666666666666664,0.125,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.0078125,0.125,0.125,0.0625,0.25,0.125,0.3333333333333333,0.0625,0.125,0.03125,0.125,0.125,0.0625,0.08333333333333333,0.125,0.0625,0.03125,0.125,0.125,0.0004513888888888889,0.125,0.0,0.125,0.0004513888888888889,0.125,0.0013541666666666667,0.0625,0.03125,0.125,0.013888888888888888,0.125,0.125,0.1111111111111111,0.05555555555555555,0.25,0.0018055555555555557,0.125,0.0004513888888888889,0.125,0.0625,0.125,0.0004513888888888889,0.08333333333333333,0.125,0.125,0.125,0.125,0.125,0.0004513888888888889,0.125,0.08333333333333333,0.05555555555555555,0.125,0.16666666666666666,0.125,0.125,0.125,0.023809523809523808,0.0078125,0.125,0.125,0.125,0.125,0.0004513888888888889,0.023809523809523808,0.125,0.125,0.125,0.125,0.125,0.125,0.16666666666666666,0.125,0.03125,0.1111111111111111,0.0004513888888888889,0.125,0.125,0.125,0.3333333333333333,0.0009027777777777778,0.125,0.125,0.125,0.125,0.125,0.16666666666666666
Silverdale,0.21666666666666667,0.3333333333333333,0.25,1.0,0.2727272727272727,0.18181818181818182,0.05555555555555555,0.05555555555555555,0.024793388429752063,1.0,0.25,0.3333333333333333,0.007222222222222223,1.0,1.0,1.0,0.25,0.5,0.08163265306122448,0.5,0.5,0.5,0.3333333333333333,0.0036111111111111114,1.0,1.0,1.0,1.0,0.2857142857142857,0.0036111111111111114,0.0036111111111111114,0.25,0.25,1.0,0.3333333333333333,0.6666666666666666,0.0036111111111111114,1.0,0.3333333333333333,1.0,0.25,0.020833333333333332,0.2857142857142857,0.0625,1.0,1.0,0.5,0.125,1.0,0.25,0.5,1.0,0.25,1.0,1.0,0.5,0.5,1.0,0.5,0.25,1.0,1.0,0.0036111111111111114,1.0,0.125,0.0,0.0036111111111111114,1.0,0.010833333333333334,0.5,0.25,1.0,0.1111111111111111,1.0,1.0,0.3333333333333333,0.4444444444444444,0.5,0.014444444444444446,1.0,0.0036111111111111114,1.0,0.5,1.0,0.0036111111111111114,0.25,1.0,1.0,1.0,1.0,1.0,0.0036111111111111114,1.0,0.25,0.4444444444444444,1.0,0.25,1.0,1.0,1.0,0.0625,0.0625,1.0,1.0,1.0,1.0,0.0036111111111111114,0.0625,1.0,1.0,1.0,1.0,1.0,1.0,0.04081632653061224,1.0,0.25,0.16666666666666666,0.0036111111111111114,1.0,1.0,1.0,0.25,0.007222222222222223,1.0,1.0,1.0,1.0,1.0,0.020833333333333332
Berkeley,0.016666666666666666,0.0012962962962962963,0.0009027777777777778,0.0036111111111111114,0.000984848484848485,0.0007828282828282828,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0036111111111111114,0.0009027777777777778,0.0012037037037037038,0.0005555555555555556,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0009027777777777778,0.0018055555555555557,0.0005555555555555556,0.0018055555555555557,0.0018055555555555557,0.0018055555555555557,0.0012037037037037038,0.0002777777777777778,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0010317460317460319,0.0002777777777777778,0.0002777777777777778,0.0009027777777777778,0.0009027777777777778,0.0036111111111111114,0.0012037037037037038,0.0024074074074074076,0.0002777777777777778,0.0036111111111111114,0.0012037037037037038,0.0036111111111111114,0.0009027777777777778,0.0002777777777777778,0.0010317460317460319,0.0008333333333333334,0.0036111111111111114,0.0036111111111111114,0.0018055555555555557,0.0004513888888888889,0.0036111111111111114,0.0009027777777777778,0.0018055555555555557,0.0036111111111111114,0.0009027777777777778,0.0036111111111111114,0.0036111111111111114,0.0018055555555555557,0.0018055555555555557,0.0036111111111111114,0.0018055555555555557,0.0009027777777777778,0.0036111111111111114,0.0036111111111111114,0.0002777777777777778,0.0036111111111111114,0.0004513888888888889,0.0036111111111111114,0.0,0.0036111111111111114,0.0008333333333333334,0.0018055555555555557,0.0009027777777777778,0.0036111111111111114,0.0004012345679012346,0.0036111111111111114,0.0036111111111111114,0.0012037037037037038,0.0016049382716049384,0.0018055555555555557,0.0011111111111111111,0.0036111111111111114,0.0002777777777777778,0.0036111111111111114,0.0018055555555555557,0.0036111111111111114,0.0002777777777777778,0.0009027777777777778,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0002777777777777778,0.0036111111111111114,0.0009027777777777778,0.0016049382716049384,0.0036111111111111114,0.0009027777777777778,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0002777777777777778,0.0008333333333333334,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0002777777777777778,0.0002777777777777778,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0002777777777777778,0.0036111111111111114,0.0009027777777777778,0.0006018518518518519,0.0002777777777777778,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0009027777777777778,0.0005555555555555556,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0036111111111111114,0.0002777777777777778
Oakland Park,0.21666666666666667,0.3333333333333333,0.25,1.0,0.2727272727272727,0.18181818181818182,0.05555555555555555,0.05555555555555555,0.024793388429752063,1.0,0.25,0.3333333333333333,0.007222222222222223,1.0,1.0,1.0,0.25,0.5,0.08163265306122448,0.5,0.5,0.5,0.3333333333333333,0.0036111111111111114,1.0,1.0,1.0,1.0,0.2857142857142857,0.0036111111111111114,0.0036111111111111114,0.25,0.25,1.0,0.3333333333333333,0.6666666666666666,0.0036111111111111114,1.0,0.3333333333333333,1.0,0.25,0.020833333333333332,0.2857142857142857,0.0625,1.0,1.0,0.5,0.125,1.0,0.25,0.5,1.0,0.25,1.0,1.0,0.5,0.5,1.0,0.5,0.25,1.0,1.0,0.0036111111111111114,1.0,0.125,1.0,0.0036111111111111114,0.0,0.010833333333333334,0.5,0.25,1.0,0.1111111111111111,1.0,1.0,0.3333333333333333,0.4444444444444444,0.5,0.014444444444444446,1.0,0.0036111111111111114,1.0,0.5,1.0,0.0036111111111111114,0.25,1.0,1.0,1.0,1.0,1.0,0.0036111111111111114,1.0,0.25,0.4444444444444444,1.0,0.25,1.0,1.0,1.0,0.0625,0.0625,1.0,1.0,1.0,1.0,0.0036111111111111114,0.0625,1.0,1.0,1.0,1.0,1.0,1.0,0.04081632653061224,1.0,0.25,0.16666666666666666,0.0036111111111111114,1.0,1.0,1.0,0.25,0.007222222222222223,1.0,1.0,1.0,1.0,1.0,0.020833333333333332
Burnet County,0.05,0.003888888888888889,0.0027083333333333334,0.010833333333333334,0.0029545454545454545,0.0023484848484848484,0.0008333333333333334,0.0008333333333333334,0.0008333333333333334,0.010833333333333334,0.0027083333333333334,0.003611111111111111,0.0016666666666666668,0.010833333333333334,0.010833333333333334,0.010833333333333334,0.0027083333333333334,0.005416666666666667,0.0016666666666666668,0.005416666666666667,0.005416666666666667,0.005416666666666667,0.003611111111111111,0.0008333333333333334,0.010833333333333334,0.010833333333333334,0.010833333333333334,0.010833333333333334,0.0030952380952380953,0.0008333333333333334,0.0008333333333333334,0.0027083333333333334,0.0027083333333333334,0.010833333333333334,0.003611111111111111,0.007222222222222222,0.0008333333333333334,0.010833333333333334,0.003611111111111111,0.010833333333333334,0.0027083333333333334,0.0008333333333333334,0.0030952380952380953,0.0025000000000000005,0.010833333333333334,0.010833333333333334,0.005416666666666667,0.0013541666666666667,0.010833333333333334,0.0027083333333333334,0.005416666666666667,0.010833333333333334,0.0027083333333333334,0.010833333333333334,0.010833333333333334,0.005416666666666667,0.005416666666666667,0.010833333333333334,0.005416666666666667,0.0027083333333333334,0.010833333333333334,0.010833333333333334,0.0008333333333333334,0.010833333333333334,0.0013541666666666667,0.010833333333333334,0.0008333333333333334,0.010833333333333334,0.0,0.005416666666666667,0.0027083333333333334,0.010833333333333334,0.0012037037037037036,0.010833333333333334,0.010833333333333334,0.003611111111111111,0.004814814814814814,0.005416666666666667,0.0033333333333333335,0.010833333333333334,0.0008333333333333334,0.010833333333333334,0.005416666666666667,0.010833333333333334,0.0008333333333333334,0.0027083333333333334,0.010833333333333334,0.010833333333333334,0.010833333333333334,0.010833333333333334,0.010833333333333334,0.0008333333333333334,0.010833333333333334,0.0027083333333333334,0.004814814814814814,0.010833333333333334,0.0027083333333333334,0.010833333333333334,0.010833333333333334,0.010833333333333334,0.0008333333333333334,0.0025000000000000005,0.010833333333333334,0.010833333333333334,0.010833333333333334,0.010833333333333334,0.0008333333333333334,0.0008333333333333334,0.010833333333333334,0.010833333333333334,0.010833333333333334,0.010833333333333334,0.010833333333333334,0.010833333333333334,0.0008333333333333334,0.010833333333333334,0.0027083333333333334,0.0018055555555555555,0.0008333333333333334,0.010833333333333334,0.010833333333333334,0.010833333333333334,0.0027083333333333334,0.0016666666666666668,0.010833333333333334,0.010833333333333334,0.010833333333333334,0.010833333333333334,0.010833333333333334,0.0008333333333333334
East Palo Alto,0.10833333333333334,0.16666666666666666,0.125,0.5,0.13636363636363635,0.09090909090909091,0.027777777777777776,0.027777777777777776,0.012396694214876032,0.5,0.5,0.16666666666666666,0.0036111111111111114,0.5,0.5,0.5,0.5,0.25,0.04081632653061224,0.25,0.25,0.25,0.16666666666666666,0.0018055555555555557,0.5,0.5,0.5,0.5,0.14285714285714285,0.0018055555555555557,0.0018055555555555557,0.125,0.125,0.5,0.16666666666666666,0.3333333333333333,0.0018055555555555557,0.5,0.16666666666666666,0.5,0.125,0.010416666666666666,0.14285714285714285,0.03125,0.5,0.5,0.25,0.0625,0.5,0.125,0.25,0.5,0.125,0.5,0.5,0.25,0.25,0.5,0.25,0.125,0.5,0.5,0.0018055555555555557,0.5,0.0625,0.5,0.0018055555555555557,0.5,0.005416666666666667,0.0,0.125,0.5,0.05555555555555555,0.5,0.5,0.16666666666666666,0.2222222222222222,0.25,0.007222222222222223,0.5,0.0018055555555555557,0.5,0.25,0.5,0.0018055555555555557,0.125,0.5,0.5,0.5,0.5,0.5,0.0018055555555555557,0.5,0.125,0.2222222222222222,0.5,0.125,0.5,0.5,0.5,0.03125,0.03125,0.5,0.5,0.5,0.5,0.0018055555555555557,0.03125,0.5,0.5,0.5,0.5,0.5,0.5,0.02040816326530612,0.5,0.125,0.08333333333333333,0.0018055555555555557,0.5,0.5,0.5,0.125,0.0036111111111111114,0.5,0.5,0.5,0.5,0.5,0.010416666666666666
Miami Gardens,0.05416666666666667,0.08333333333333333,0.0625,0.25,0.06818181818181818,0.045454545454545456,0.013888888888888888,0.013888888888888888,0.006198347107438016,0.25,0.25,0.08333333333333333,0.0018055555555555557,0.25,0.25,0.25,0.0625,0.125,0.02040816326530612,0.125,0.125,0.125,0.08333333333333333,0.0009027777777777778,0.25,0.25,0.25,0.25,0.07142857142857142,0.0009027777777777778,0.0009027777777777778,0.0625,0.0625,0.25,0.08333333333333333,0.16666666666666666,0.0009027777777777778,0.25,0.08333333333333333,0.25,0.0625,0.005208333333333333,0.07142857142857142,0.015625,0.25,0.25,0.125,0.03125,0.25,0.0625,0.5,0.25,0.0625,0.25,0.25,0.125,0.125,0.25,0.125,0.0625,0.25,0.25,0.0009027777777777778,0.25,0.03125,0.25,0.0009027777777777778,0.25,0.0027083333333333334,0.125,0.0,0.25,0.027777777777777776,0.25,0.25,0.08333333333333333,0.1111111111111111,0.125,0.0036111111111111114,0.25,0.0009027777777777778,0.25,0.125,0.25,0.0009027777777777778,0.0625,0.25,0.25,0.25,0.25,0.25,0.0009027777777777778,0.25,0.0625,0.1111111111111111,0.25,0.0625,0.25,0.25,0.25,0.015625,0.015625,0.25,0.25,0.25,0.25,0.0009027777777777778,0.015625,0.25,0.25,0.25,0.25,0.25,0.25,0.01020408163265306,0.25,0.0625,0.041666666666666664,0.0009027777777777778,0.25,0.25,0.25,0.0625,0.0018055555555555557,0.25,0.25,0.25,0.25,0.25,0.005208333333333333
North Little Rock,0.21666666666666667,0.3333333333333333,0.25,1.0,0.2727272727272727,0.18181818181818182,0.05555555555555555,0.05555555555555555,0.024793388429752063,1.0,0.25,0.3333333333333333,0.007222222222222223,1.0,1.0,1.0,0.25,0.5,0.08163265306122448,0.5,0.5,0.5,0.3333333333333333,0.0036111111111111114,1.0,1.0,1.0,1.0,0.2857142857142857,0.0036111111111111114,0.0036111111111111114,0.25,0.25,1.0,0.3333333333333333,0.6666666666666666,0.0036111111111111114,1.0,0.3333333333333333,1.0,0.25,0.020833333333333332,0.2857142857142857,0.0625,1.0,1.0,0.5,0.125,1.0,0.25,0.5,1.0,0.25,1.0,1.0,0.5,0.5,1.0,0.5,0.25,1.0,1.0,0.0036111111111111114,1.0,0.125,1.0,0.0036111111111111114,1.0,0.010833333333333334,0.5,0.25,0.0,0.1111111111111111,1.0,1.0,0.3333333333333333,0.4444444444444444,0.5,0.014444444444444446,1.0,0.0036111111111111114,1.0,0.5,1.0,0.0036111111111111114,0.25,1.0,1.0,1.0,1.0,1.0,0.0036111111111111114,1.0,0.25,0.4444444444444444,1.0,0.25,1.0,1.0,1.0,0.0625,0.0625,1.0,1.0,1.0,1.0,0.0036111111111111114,0.0625,1.0,1.0,1.0,1.0,1.0,1.0,0.04081632653061224,1.0,0.25,0.16666666666666666,0.0036111111111111114,1.0,1.0,1.0,0.25,0.007222222222222223,1.0,1.0,1.0,1.0,1.0,0.020833333333333332
Grapevine,0.024074074074074074,0.07407407407407407,0.027777777777777776,0.1111111111111111,0.030303030303030304,0.0202020202020202,0.012345679012345678,0.012345679012345678,0.0027548209366391185,0.1111111111111111,0.027777777777777776,0.07407407407407407,0.0008024691358024692,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.027777777777777776,0.05555555555555555,0.04081632653061224,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.07407407407407407,0.0004012345679012346,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.14285714285714285,0.0004012345679012346,0.0004012345679012346,0.027777777777777776,0.027777777777777776,0.1111111111111111,0.3333333333333333,0.14814814814814814,0.0004012345679012346,0.1111111111111111,0.037037037037037035,0.1111111111111111,0.027777777777777776,0.0023148148148148147,0.031746031746031744,0.006944444444444444,0.1111111111111111,0.1111111111111111,0.05555555555555555,0.013888888888888888,0.1111111111111111,0.027777777777777776,0.05555555555555555,0.1111111111111111,0.027777777777777776,0.1111111111111111,0.1111111111111111,0.16666666666666666,0.05555555555555555,0.1111111111111111,0.05555555555555555,0.027777777777777776,0.1111111111111111,0.1111111111111111,0.0004012345679012346,0.1111111111111111,0.013888888888888888,0.1111111111111111,0.0004012345679012346,0.1111111111111111,0.0012037037037037036,0.05555555555555555,0.027777777777777776,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.037037037037037035,0.2222222222222222,0.05555555555555555,0.0016049382716049384,0.1111111111111111,0.0004012345679012346,0.1111111111111111,0.05555555555555555,0.1111111111111111,0.0004012345679012346,0.027777777777777776,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0004012345679012346,0.1111111111111111,0.027777777777777776,0.2222222222222222,0.1111111111111111,0.027777777777777776,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.006944444444444444,0.006944444444444444,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0004012345679012346,0.006944444444444444,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.004535147392290249,0.1111111111111111,0.027777777777777776,0.018518518518518517,0.0004012345679012346,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.027777777777777776,0.0008024691358024692,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.0023148148148148147
Durham,0.21666666666666667,0.3333333333333333,0.25,1.0,0.2727272727272727,0.18181818181818182,0.05555555555555555,0.05555555555555555,0.024793388429752063,1.0,0.25,0.3333333333333333,0.007222222222222223,1.0,1.0,1.0,0.25,0.5,0.08163265306122448,0.5,0.5,0.5,0.3333333333333333,0.0036111111111111114,1.0,1.0,1.0,1.0,0.2857142857142857,0.0036111111111111114,0.0036111111111111114,0.25,0.25,1.0,0.3333333333333333,0.6666666666666666,0.0036111111111111114,1.0,0.3333333333333333,1.0,0.25,0.020833333333333332,0.2857142857142857,0.0625,1.0,1.0,0.5,0.125,1.0,0.25,0.5,1.0,0.25,1.0,1.0,0.5,0.5,1.0,0.5,0.25,1.0,1.0,0.0036111111111111114,1.0,0.125,1.0,0.0036111111111111114,1.0,0.010833333333333334,0.5,0.25,1.0,0.1111111111111111,0.0,1.0,0.3333333333333333,0.4444444444444444,0.5,0.014444444444444446,1.0,0.0036111111111111114,1.0,0.5,1.0,0.0036111111111111114,0.25,1.0,1.0,1.0,1.0,1.0,0.0036111111111111114,1.0,0.25,0.4444444444444444,1.0,0.25,1.0,1.0,1.0,0.0625,0.0625,1.0,1.0,1.0,1.0,0.0036111111111111114,0.0625,1.0,1.0,1.0,1.0,1.0,1.0,0.04081632653061224,1.0,0.25,0.16666666666666666,0.0036111111111111114,1.0,1.0,1.0,0.25,0.007222222222222223,1.0,1.0,1.0,1.0,1.0,0.020833333333333332
Manor,0.21666666666666667,0.3333333333333333,0.25,1.0,0.2727272727272727,0.18181818181818182,0.05555555555555555,0.05555555555555555,0.024793388429752063,1.0,0.25,0.3333333333333333,0.007222222222222223,1.0,1.0,1.0,0.25,0.5,0.08163265306122448,0.5,0.5,0.5,0.3333333333333333,0.0036111111111111114,1.0,1.0,1.0,1.0,0.2857142857142857,0.0036111111111111114,0.0036111111111111114,0.25,0.25,1.0,0.3333333333333333,0.6666666666666666,0.0036111111111111114,1.0,0.3333333333333333,1.0,0.25,0.020833333333333332,0.2857142857142857,0.0625,1.0,1.0,0.5,0.125,1.0,0.25,0.5,1.0,0.25,1.0,1.0,0.5,0.5,1.0,0.5,0.25,1.0,1.0,0.0036111111111111114,1.0,0.125,1.0,0.0036111111111111114,1.0,0.010833333333333334,0.5,0.25,1.0,0.1111111111111111,1.0,0.0,0.3333333333333333,0.4444444444444444,0.5,0.014444444444444446,1.0,0.0036111111111111114,1.0,0.5,1.0,0.0036111111111111114,0.25,1.0,1.0,1.0,1.0,1.0,0.0036111111111111114,1.0,0.25,0.4444444444444444,1.0,0.25,1.0,1.0,1.0,0.0625,0.0625,1.0,1.0,1.0,1.0,0.0036111111111111114,0.0625,1.0,1.0,1.0,1.0,1.0,1.0,0.04081632653061224,1.0,0.25,0.16666666666666666,0.0036111111111111114,1.0,1.0,1.0,0.25,0.007222222222222223,1.0,1.0,1.0,1.0,1.0,0.020833333333333332
